customer_id,age,income,employment_years,credit_score,loan_amount,debt_to_income_ratio,existing_loans_count,missed_payments_last_year,risk_score,default,risk_category
691,61,2368444,12,352,527722.6772983157,0.2228140827050653,1,1,0.41871216942812595,0,Medium
692,55,2076025,29,570,1543460.393998614,0.7434690786472292,2,2,0.43573939581602594,0,Medium
693,21,1454258,24,500,960312.7008590356,0.6603454826165891,1,4,0.5349117635363049,0,Medium
694,41,1290170,13,695,337022.7510758799,0.26122352176525565,7,1,0.3364171251322719,0,Medium
695,26,2033341,29,677,894862.8243980941,0.44009481164157616,0,0,0.22010956475255763,0,Low
696,48,1712210,6,834,720623.985524563,0.42087359933919494,4,3,0.28729670947822855,0,Low
697,37,2130836,9,387,732931.5366784295,0.34396431103962455,4,3,0.5353386429871456,0,Medium
698,25,2468477,2,697,1659666.4381081418,0.6723442989779292,4,4,0.44356960663541267,1,Medium
699,51,1901794,1,481,335638.38021717384,0.1764851399348057,3,2,0.44690059266228577,0,Medium
700,25,2142556,29,582,837139.4114999335,0.39071996787945495,4,0,0.32346339859753603,0,Medium
701,58,2250256,18,832,899251.3337936114,0.399621791384452,4,2,0.22377467876902984,0,Low
702,23,1416521,6,489,606423.8635215778,0.42810792322992586,7,2,0.5329737316589722,1,Medium
703,43,359980,4,504,253046.13885697906,0.7029449937690401,2,4,0.6149430455070548,1,High
704,57,1143214,27,343,288909.39424537733,0.2527168091410509,6,3,0.606736879750288,1,High
705,57,465301,2,599,80053.27889090382,0.17204622145859094,2,2,0.3974292389237528,0,Medium
706,30,920670,24,578,490225.4022258567,0.5324659239747757,5,2,0.4781858653144357,0,Medium
707,30,1402020,1,684,310805.5874261052,0.22168413248463303,2,0,0.2724638187047188,0,Low
708,39,597180,22,610,91041.56012146328,0.15245246009823382,3,5,0.45653553369101885,0,Medium
709,37,982527,25,827,391688.76511801087,0.39865445439973746,6,3,0.33462661407675065,0,Medium
710,41,1138099,21,573,288795.4683192536,0.2537525016006987,5,2,0.417473293566893,1,Medium
711,34,1967391,5,781,694197.127507911,0.3528516332075886,5,5,0.3738790156458468,0,Medium
712,29,746300,13,750,210305.6653563248,0.28179775607172025,4,1,0.28442962913642195,0,Low
713,21,887426,6,831,146288.20389815298,0.16484552390639104,3,5,0.31670583101504446,0,Medium
714,33,1149333,21,830,565751.172244937,0.4922430420469412,6,1,0.2854623013964012,0,Low
715,24,1431614,1,824,170237.3618662262,0.11891289262763999,6,3,0.30877775878526825,0,Medium
716,21,2356744,10,316,1829923.9121935992,0.7764627435960797,3,3,0.6427890224854496,1,High
717,60,1773437,20,329,601073.4235318655,0.3389313652144764,7,4,0.6531561523502545,1,High
718,52,1218164,2,769,714587.497525811,0.5866102573428627,3,5,0.4463314222045033,0,Medium
719,54,1093354,8,603,729544.8417058712,0.6672540107832149,3,2,0.46086671430671516,1,Medium
720,48,1966561,7,392,580869.7240747442,0.29537335687768856,3,1,0.4572239196872261,0,Medium
721,51,1524369,25,461,951384.754087184,0.6241170963770478,3,5,0.6080974105241608,0,High
722,28,1076385,10,627,734842.2257264283,0.6826945987972968,7,1,0.4744835197594594,1,Medium
723,59,2204514,17,553,592842.4542652828,0.2689220636681295,5,3,0.4215879797177529,0,Medium
724,46,1376419,0,739,1093903.871475031,0.7947462738272509,4,3,0.5216717155446711,1,Medium
725,54,2012982,14,843,230450.36231538432,0.11448207798946256,2,0,0.08206977629053319,0,Low
726,23,1306840,3,419,329193.4353137102,0.2519003361648788,5,0,0.46880776593427453,1,Medium
727,32,1281489,3,813,827860.5132584531,0.646014529393895,1,3,0.33077451470994784,0,Medium
728,21,665208,27,848,156917.0576407011,0.23589171753902705,6,0,0.21112846506624694,0,Low
729,64,519356,9,396,305787.4146970808,0.5887819043143446,1,3,0.6001769460576741,1,High
730,25,1975255,10,669,1380448.997066154,0.6988712834880326,7,5,0.5350367839703338,0,Medium
731,50,784600,17,716,605279.6628161884,0.7714499908439821,1,3,0.4180199952827935,1,Medium
732,50,1795318,22,556,775529.3705973668,0.4319732607801887,6,4,0.5117349530481891,1,Medium
733,37,2208151,28,427,1721864.00671546,0.7797763860874822,0,0,0.44025933126138356,0,Medium
734,43,946231,14,658,367265.944187981,0.38813560767717503,2,2,0.3571977949553484,0,Medium
735,35,1069822,2,455,270332.9229623715,0.25268962777207005,4,2,0.5095848723942409,0,Medium
736,57,314925,6,356,144785.28770789498,0.45974529715930773,3,5,0.700858552938355,1,High
737,41,1431760,6,375,794449.649792796,0.5548762710180449,1,4,0.6045490100477647,1,High
738,34,1949379,16,457,819858.7497546864,0.42057432123496064,6,2,0.5078272519933634,1,Medium
739,22,1656789,21,384,823226.4959271076,0.4968807107767541,2,2,0.5227669198176885,1,Medium
740,31,1049695,19,621,410941.3496179039,0.39148643140903205,4,5,0.49417961615193634,1,Medium
741,59,1464937,26,608,684613.9418466194,0.4673333678148749,1,5,0.45685861155239293,0,Medium
742,58,1533387,23,829,1175827.1737333855,0.7668169703625931,2,4,0.3581296456742502,0,Medium
743,54,911561,15,583,410094.70966601995,0.44988180677543244,6,1,0.4453872979784631,0,Medium
744,58,350818,15,341,97255.78069601534,0.27722574296648217,5,4,0.6630000909309587,1,High
745,54,1542057,7,433,973227.0772508672,0.6311226350587995,7,4,0.6624058833753962,1,High
746,38,1797116,2,703,604386.5013013828,0.33630912044708455,4,0,0.2793988291110619,0,Low
747,50,1677640,19,792,1126275.2586397585,0.6713450195749735,6,2,0.3547867805383713,0,Medium
748,35,418642,14,521,58521.71076653416,0.13978939228871962,5,2,0.45867107291661835,1,Medium
749,47,495428,0,528,164741.98959010333,0.332524583976084,7,1,0.5815968877043076,1,Medium
750,54,701468,9,751,116480.11928944197,0.16605193578244762,2,4,0.3267230957279181,0,Medium
751,58,1117276,1,605,178454.0901814599,0.15972247697208203,3,3,0.4260196891606502,1,Medium
752,53,395687,6,418,221930.03265018496,0.5608726914207062,2,1,0.5441132920503751,1,Medium
753,44,1847334,13,623,683022.8559466355,0.36973436094752515,2,1,0.31022234335833615,0,Medium
754,35,2158373,15,458,1532520.9329144633,0.7100352593895788,7,2,0.5713766773324612,1,Medium
755,50,1490130,26,538,687670.5516696374,0.4614835965114704,0,2,0.39494067755145235,0,Medium
756,62,1979832,27,695,607294.1721819742,0.30674025482059797,3,2,0.2872197060290546,0,Low
757,37,2185118,14,619,1321170.8995603228,0.6046222215735364,5,2,0.4186149624099454,0,Medium
758,25,2094580,6,488,1124395.1639237024,0.5368117541099898,2,1,0.42679993004277716,0,Medium
759,49,1742285,12,608,1149413.699765986,0.6597162345804424,7,5,0.5739441546083961,1,Medium
760,24,2436919,24,548,1341552.6491563532,0.5505117934393196,3,4,0.471664559726825,0,Medium
761,30,1872837,9,837,406235.9349275034,0.2169093919692442,2,5,0.2653125542380047,0,Low
762,37,1482618,8,805,843931.4091981092,0.5692170263669463,6,5,0.4300004457351498,1,Medium
763,30,1971179,8,693,737387.3890649946,0.37408443833106714,3,2,0.3098470725435583,0,Medium
764,37,395494,5,705,167768.60272608066,0.4242001211802977,4,0,0.33510251531831065,0,Medium
765,40,1340016,23,480,998439.4935648778,0.7450952030161414,6,1,0.5507538984387261,0,Medium
766,44,1004537,24,320,353571.74222306,0.351974832408423,7,3,0.6614862137544117,1,High
767,25,1016861,11,454,537280.2702705652,0.5283714000935872,1,3,0.5296188876377651,1,Medium
768,54,853188,29,493,302401.5772165653,0.3544372133885677,0,4,0.48727507419286503,1,Medium
769,26,2411278,22,523,401017.81100699573,0.16630923975045422,1,1,0.2935351774136707,0,Low
770,22,641447,19,698,267783.4290565994,0.41746773943381044,2,1,0.3181343691854634,0,Medium
771,33,516651,29,579,267595.79633840855,0.5179430531217564,2,1,0.4172818779836587,0,Medium
772,63,1840856,19,309,709194.0161170161,0.3852523044263191,4,5,0.6598318053008483,1,High
773,63,2414130,21,675,901596.2694920017,0.3734663292747291,2,0,0.22260858533546532,0,Low
774,31,1611775,13,771,1086763.4054624992,0.6742649597260779,5,0,0.2992261477893714,0,Low
775,43,2472734,26,451,298655.8743712216,0.12077962060262915,3,5,0.47571650159046325,0,Medium
776,36,905502,19,423,277907.4175432805,0.30690977771808403,7,2,0.5618891482708895,1,Medium
777,51,1860155,26,723,1243011.535184423,0.6682300857640482,5,5,0.46519027410326663,0,Medium
778,31,1047520,6,822,779743.6188912165,0.7443711040278147,1,3,0.34336303119517336,0,Medium
779,36,1911589,7,812,742862.0470985182,0.3886097100885798,6,5,0.37365448591381983,0,Medium
780,28,768163,7,470,554733.4965653594,0.7221559702372535,2,0,0.4965942844370611,0,Medium
781,24,1139812,29,424,272701.25825170445,0.23925108548752289,4,3,0.5238248366646041,0,Medium
782,60,1070008,7,474,272850.91381884937,0.2549989475021209,7,5,0.6099721967731513,1,High
783,24,604603,1,803,418587.1914001114,0.6923339636093625,0,1,0.3241917636309634,0,Medium
784,45,1513619,13,684,1108393.5554331716,0.7322804189384327,5,0,0.37011911599547875,0,Medium
785,23,2069085,9,405,529611.3506835252,0.25596403757386726,1,3,0.46589693998230586,0,Medium
786,52,1344654,17,827,190304.756536637,0.1415269329780278,4,0,0.15185400293038187,0,Low
787,23,1192008,17,337,194567.76577409962,0.16322689593870143,4,1,0.5041180173406984,0,Medium
788,47,648737,17,694,183570.89329968902,0.28296658476345427,7,1,0.36547211978097366,0,Medium
789,49,1846288,15,776,1168726.8056230412,0.6330143540027565,1,1,0.25037797417717467,0,Low
790,52,1749299,19,766,799419.6360605469,0.456994279457398,4,2,0.2970242984888822,0,Low
791,39,1812185,4,804,759146.3862557996,0.4189121895699388,7,5,0.410567765186715,0,Medium
792,41,481601,19,614,245085.76249263406,0.5088979518162007,6,3,0.5134116542593441,0,Medium
793,25,368682,4,584,266614.66654222604,0.7231561794235304,6,2,0.5648709688717191,0,Medium
794,38,1595129,19,763,260486.58464833148,0.16330126569596032,7,4,0.34921872950282845,0,Medium
795,48,1714780,22,563,1005387.3277120598,0.5863068893456069,0,4,0.4556543675924415,0,Medium
796,62,959774,9,728,718634.2299686497,0.7487535919587838,7,0,0.3989961220281204,0,Medium
797,42,1431606,16,664,356963.83991710324,0.24934502923088003,7,0,0.3168507551509888,0,Medium
798,41,1468936,29,480,1008337.3403037994,0.6864406211732842,0,0,0.4173185630225356,0,Medium
799,26,2328217,12,543,1370428.7986072493,0.5886172975316516,2,2,0.41622215213370295,1,Medium
800,21,959297,16,612,105645.43627455164,0.11012797525120128,3,5,0.433847756303105,1,Medium
801,25,1304366,17,375,341911.08074705943,0.2621281762534898,2,1,0.46665070665040936,0,Medium
802,61,1854473,12,561,971913.2258910068,0.5240913326271166,3,0,0.36509788798396475,0,Medium
803,32,1462936,16,530,660779.2801377408,0.45168023764384824,1,0,0.355623038392024,0,Medium
804,46,1612470,27,679,757143.9583783969,0.4695553767688062,4,5,0.44894474288622876,0,Medium
805,54,889306,14,608,233310.58272977656,0.2623512972247759,2,4,0.4261361146830504,0,Medium
806,34,1342960,25,687,768847.8627160001,0.5725024294960387,4,1,0.3554983696154914,0,Medium
807,46,1745819,11,624,500164.67775133107,0.28649285965574384,2,2,0.32818875565409245,0,Medium
808,47,492803,27,755,183620.6038498371,0.3726044765349178,2,5,0.39740617790438615,0,Medium
809,29,1959848,9,811,702098.1839340151,0.35824114111605343,0,1,0.1580724900413925,0,Low
810,46,2242991,12,642,1279441.3534728135,0.570417515483929,7,4,0.4844198071527298,0,Medium
811,42,1157906,29,815,188943.54998869728,0.1631769331782522,3,2,0.21478235009885388,0,Low
812,50,2065472,10,741,503725.92899769143,0.24387933072812967,1,3,0.2488972458858857,0,Low
813,63,1099838,2,848,264343.80805968656,0.2403479494795475,6,0,0.2243964162162558,0,Low
814,37,1537065,21,561,270365.54020376474,0.17589727188099705,4,2,0.379294256973602,0,Medium
815,46,1202479,9,762,294987.9217894005,0.24531648518552135,2,4,0.31553556560853285,0,Medium
816,56,2258979,10,526,1185833.3778812618,0.524942187546348,7,1,0.4599020047819969,0,Medium
817,21,2238165,5,822,1370915.7219152392,0.6125177196119318,4,2,0.284604649550092,0,Low
818,28,1891189,0,488,1063249.930899062,0.562212412878386,0,4,0.5871585589393136,1,Medium
819,55,2275516,5,508,984460.347689994,0.4326316965866177,6,5,0.5655230153346397,1,Medium
820,35,2414821,4,312,330116.1723861373,0.13670419976724457,1,2,0.4673973506027996,0,Medium
821,42,634154,6,461,489126.0922985428,0.7713049074807425,3,0,0.5335831331844602,0,Medium
822,34,507836,21,792,110532.294296108,0.21765352258624437,3,5,0.35752895282893715,0,Medium
823,46,1840866,11,734,1045418.522117244,0.5678949592839696,2,1,0.2806672955797377,0,Low
824,48,432915,11,304,319934.3285610067,0.7390234308374778,6,5,0.8219902506696601,1,High
825,43,496681,6,501,292268.9380662534,0.588443967186692,1,1,0.47848389109967604,1,Medium
826,34,1102491,1,715,278527.53610308917,0.25263474813226516,3,2,0.3451935433926868,0,Medium
827,44,1696989,27,311,544830.8916702826,0.3210574091348162,1,5,0.607189064684106,1,High
828,22,1077150,0,696,130490.37475570082,0.12114410690776663,4,4,0.4562856785244105,1,Medium
829,46,2422547,29,640,1281359.6466541379,0.5289307685894795,0,0,0.24585397068759288,0,Low
830,34,1578283,22,672,835061.7805912913,0.5290950866170967,1,0,0.27459396496881744,0,Low
831,27,1071469,24,677,651292.8676987374,0.6078504069634655,1,2,0.3670879447693165,0,Medium
832,23,2076984,17,524,223685.781819386,0.10769740249293495,6,3,0.4271845072229737,0,Medium
833,43,1568458,11,481,1054770.5985309316,0.6724889021771266,7,5,0.6649109755869403,1,High
834,63,1976099,6,596,1219446.088945454,0.6170976701802157,7,2,0.480297651958121,1,Medium
835,38,2390651,18,606,474832.5997617608,0.1986206266668622,3,5,0.39749111335797943,0,Medium
836,58,1960809,21,730,673221.4688658677,0.34333862648828506,5,0,0.24257302763531938,0,Low
837,55,1591378,2,417,870431.9269140888,0.5469674250329518,2,5,0.6331885814568068,1,High
838,35,1074456,28,651,480343.94894261943,0.4470578124582295,6,1,0.39223224770436427,0,Medium
839,45,1193155,9,345,215443.20751157755,0.1805659847308837,2,2,0.5083220618812417,1,Medium
840,57,827169,28,526,133291.47062445057,0.16114176259561294,5,2,0.44020025799158125,0,Medium
841,48,1171217,26,655,757800.1315907373,0.6470194093756642,5,1,0.4117783860983171,1,Medium
842,30,2197465,26,593,459659.0980965046,0.2091769826124669,6,5,0.45690024048593736,1,Medium
843,59,1804181,10,539,397758.5327811512,0.22046487175131052,5,2,0.4103543057788336,1,Medium
844,37,771466,4,647,525866.8578785335,0.6816461877497304,4,4,0.5317952728746215,1,Medium
845,59,2370569,1,440,1252840.3689568238,0.528497744194252,7,1,0.5517858797479414,1,Medium
846,42,1488304,7,503,778830.8609345929,0.5233009257077808,3,1,0.4513033498168808,0,Medium
847,46,1616461,13,568,704036.7214466293,0.43554203995433804,3,5,0.5019045134454131,1,Medium
848,64,447733,7,612,223103.79134836668,0.4982965100816037,0,1,0.37570452747086625,0,Medium
849,45,1115122,22,717,581244.8344667563,0.5212387832602677,2,0,0.27719849494680227,0,Low
850,37,594977,5,436,462581.7448099702,0.7774783643905062,3,2,0.6146749478564563,0,High
851,33,1419816,0,650,363588.34866077197,0.2560813152273055,5,3,0.4831249217467598,0,Medium
852,40,1274645,23,460,318908.14082136424,0.2501936937903214,4,2,0.4685442807494063,1,Medium
853,45,655734,0,472,91837.47547187023,0.140052941393721,6,2,0.5880409685384844,1,Medium
854,24,2221620,7,429,1245749.3307875367,0.5607391591665256,0,0,0.4036921227423961,1,Medium
855,30,701176,10,378,339600.24012616125,0.48432952657558337,7,4,0.698273410769662,1,High
856,23,1371038,17,356,243863.02289444255,0.17786744269264787,2,4,0.5492225890291501,1,Medium
857,61,1343423,23,699,477153.2928832963,0.3551772545827311,7,0,0.31755610667412193,0,Medium
858,38,2152829,9,662,484524.83076897915,0.2250642437318427,2,0,0.21710748095416077,0,Low
859,56,392889,11,634,130453.77065304786,0.33203721828060306,7,0,0.39647976244399946,0,Medium
860,42,388952,19,433,297892.4708500607,0.7658849185762271,2,2,0.5965539686503103,1,Medium
861,54,1017884,22,313,588665.9190965479,0.5783231872163703,0,0,0.5210243762575033,1,Medium
862,28,715331,15,582,75323.18870862278,0.10529837055659937,6,3,0.44495617437106005,0,Medium
863,60,1204498,4,720,333351.6288997806,0.2767556516488866,6,1,0.32561276877133577,0,Medium
864,64,521576,15,426,55940.63399504778,0.10725308295444533,4,4,0.553798615551928,1,Medium
865,39,1043681,23,517,626634.368764377,0.6004079491380766,6,5,0.6301243931176587,1,High
866,62,1165796,11,788,499654.6414043479,0.42859526143883486,4,3,0.33401794821850295,0,Medium
867,61,554084,5,559,440947.2969846989,0.7958130842700726,7,5,0.6888477417024994,1,High
868,57,429466,29,517,263480.94814484986,0.6135082827158608,3,4,0.5836225836427393,1,Medium
869,26,2411740,4,788,1115523.952312415,0.46253905989551736,3,2,0.2583499002907918,0,Low
870,46,1894575,0,742,1256659.8506531995,0.6632937997456947,2,2,0.41417446124784024,0,Medium
871,54,960457,18,398,569899.2203173289,0.5933625558638533,5,0,0.5445823241324426,1,Medium
872,26,2251356,9,481,609314.4721244918,0.270643324345191,1,4,0.4431783209729343,1,Medium
873,57,2032329,24,468,957594.3885953523,0.4711807923792616,3,2,0.46289105042390427,1,Medium
874,53,2157084,13,532,1055243.5673519839,0.48919910738384964,4,2,0.43820581212612053,0,Medium
875,42,1694994,24,392,704883.9152250247,0.41586218902546246,2,5,0.5893986518310665,0,Medium
876,41,619753,20,771,139713.9159147354,0.22543483599875339,4,5,0.3824743363772399,0,Medium
877,26,1846557,2,815,473380.28014556307,0.25635833616052095,2,4,0.28158687640959335,0,Low
878,26,1074597,5,384,318868.58574755146,0.29673318066917315,0,2,0.48957487734595584,0,Medium
879,24,355486,4,818,38100.493422292144,0.10717860456471463,3,0,0.19043706013372214,0,Low
880,50,1034647,16,680,767563.9730410544,0.7418607245186566,5,2,0.4524790074552974,0,Medium
881,31,329882,17,706,191419.70252687886,0.5802671941084353,0,3,0.3900500780136062,0,Medium
882,50,1587256,11,531,924945.0555279573,0.5827321210491296,3,3,0.49724666040030213,1,Medium
883,51,1981594,4,550,992048.2372383304,0.500631429666385,5,0,0.4032001882709394,0,Medium
884,44,474898,29,384,276636.4269218495,0.5825175657127415,5,3,0.6588149524499076,1,High
885,29,1698705,8,618,1337396.875948167,0.7873037849115455,5,5,0.5696886031583551,0,Medium
886,23,2317411,11,492,856543.4622385221,0.3696122363441453,4,2,0.43452037956320133,0,Medium
887,51,923226,19,599,552798.1032287917,0.5987679108135946,4,3,0.4946946720328488,1,Medium
888,60,856831,8,657,301322.01744486135,0.3516703030642698,1,3,0.3742758278278612,0,Medium
889,57,948567,2,752,662101.8140726163,0.6980021591227781,4,2,0.4144975786643824,0,Medium
890,56,2426514,0,805,1700064.2989134167,0.7006200248230245,7,4,0.4916998086009685,0,Medium
891,44,703273,21,364,514505.03106479545,0.7315864977964396,2,0,0.5605759899488983,1,Medium
892,51,1129347,14,521,117253.69218981481,0.10382432696931485,1,4,0.42590700270988024,1,Medium
893,26,1238565,9,765,382387.1409501118,0.3087340114972664,2,4,0.32486653996179093,0,Medium
894,22,989517,13,371,191715.99555956482,0.19374704584111727,1,3,0.5154154824149766,0,Medium
895,40,673519,6,773,281389.73101174633,0.4177903385231097,2,1,0.2784744505617648,0,Low
896,48,1143224,3,318,510809.3456116783,0.4468147498755085,1,4,0.6414651588062705,1,High
897,31,1576784,25,821,440132.18018838094,0.2791328299807589,3,2,0.21791304815399393,0,Low
898,24,2330888,4,714,1413479.7228649652,0.6064125444315493,5,2,0.3660210148603359,0,Medium
899,35,1337904,19,663,386438.5885941936,0.2888388020322786,3,2,0.33110874326359857,0,Medium
900,26,1739918,15,827,1213982.4817301894,0.6977239626983509,1,1,0.23512015046174814,0,Low
901,50,2152637,2,379,482968.9904810422,0.2243615576992508,0,1,0.42182743760045616,0,Medium
902,58,2494102,16,489,890555.7982012784,0.35706470633569853,6,5,0.5429727726498745,0,Medium
903,22,474942,12,447,254362.99182308943,0.5355664308970136,7,0,0.552262459326256,1,Medium
904,35,1883452,5,742,986428.8843939088,0.5237345493242773,1,1,0.25908848354450914,0,Low
905,31,2266522,25,564,350450.48930008535,0.15462037840360046,0,0,0.22610934952687392,0,Low
906,28,1191712,4,808,825118.7802759096,0.6923810285336638,5,5,0.458963569862577,1,Medium
907,46,2343419,15,600,1215403.6097631494,0.5186454534008427,2,2,0.3639046683425062,0,Medium
908,64,572743,10,765,406018.47725363285,0.708901684095018,1,1,0.32633814928653604,0,Medium
909,25,634738,16,664,448978.69015724055,0.707344904759508,0,3,0.4303254502567144,0,Medium
910,26,1032790,4,698,497952.5549626998,0.48214308326252175,5,5,0.49327286080834853,1,Medium
911,46,2006875,5,792,1480164.6759993243,0.7375470201180065,1,3,0.32509587588507316,0,Medium
912,24,584293,9,841,405432.4165944775,0.6938854591694192,3,3,0.3639897874182994,0,Medium
913,39,497170,20,779,383161.989043443,0.7706860611932397,3,1,0.35705127803951375,0,Medium
914,40,1719754,0,467,1195829.0160412933,0.6953488789915844,1,1,0.558292602811304,0,Medium
915,53,1529140,29,390,1031928.9597039284,0.6748426957008047,1,1,0.5141492594864813,1,Medium
916,40,479992,20,599,205701.69308875047,0.42855233647383806,4,3,0.47814282192680224,0,Medium
917,32,871054,9,473,216388.75228650484,0.24842174226454944,5,2,0.49617985079057225,1,Medium
918,21,1095740,16,672,808103.9910260931,0.7374961131528402,6,4,0.5285389885587575,0,Medium
919,46,747095,26,323,452578.5191135517,0.6057844305122531,3,2,0.6331975690269334,1,High
920,34,1285979,2,500,382223.18565790425,0.2972235049389642,2,1,0.42263757561982745,0,Medium
921,58,1135358,27,306,384542.3552574806,0.3386970059289498,1,4,0.6063640422247509,1,High
922,57,1779995,28,305,1032850.9244993054,0.5802549583000545,4,5,0.7022605064831189,1,High
923,31,2092837,1,460,909279.3195140801,0.4344721158475696,6,4,0.6070770470656178,1,High
924,56,2271472,28,547,356706.95040560566,0.1570377932924578,5,2,0.3682437077673138,0,Medium
925,33,504580,16,465,100418.26312504052,0.19901356202195988,7,3,0.5605018653455683,1,Medium
926,63,874673,3,727,544006.4396676347,0.6219540784586178,1,0,0.3069623372501651,0,Medium
927,23,1379229,1,444,455143.735538927,0.32999866993728166,3,3,0.5520513532082356,1,Medium
928,53,1440441,4,810,655911.4352078033,0.45535459988142746,0,3,0.26890782543083097,0,Low
929,26,950101,9,842,604867.5831771072,0.6366350347774681,7,4,0.42441387604640274,0,Medium
930,30,1494447,0,808,935259.1787410603,0.6258229155942368,5,1,0.3935425472746915,0,Medium
931,25,1887916,27,519,409508.83905064024,0.21691051882109175,0,1,0.3120732559720106,0,Medium
932,43,520375,25,375,87878.6950306536,0.16887570507932473,3,4,0.5819361649918888,1,Medium
933,30,2286314,0,618,1174723.234476731,0.5138066050755631,7,3,0.5489451246514762,1,Medium
934,64,1067522,26,337,660948.7861913773,0.6191430117518677,2,2,0.5998574000800513,1,Medium
935,22,1305344,25,813,266718.2575560239,0.20432794539678728,7,5,0.3660434374709658,0,Medium
936,33,2128881,3,545,767182.0808284032,0.36036870112909236,5,0,0.37743798074529905,0,Medium
937,60,1583596,6,439,1123077.7273116603,0.7091945971773485,4,3,0.6014691054094956,1,High
938,22,349892,13,557,266252.4864127767,0.7609561990922247,1,3,0.5360786767015617,1,Medium
939,40,1177933,13,680,492197.92900732113,0.417848832664779,7,0,0.35177712185763116,0,Medium
940,21,645535,17,777,100484.72293221566,0.15566115382158313,1,2,0.23160664606013193,0,Low
941,57,2165993,1,484,607317.4041814092,0.28038751934166417,6,0,0.43806116049170946,0,Medium
942,29,1507935,0,602,396705.94775370223,0.2630789442208731,1,4,0.4844022849480707,0,Medium
943,37,1083059,20,793,289474.16574383364,0.2672746043787399,4,0,0.20831005005323716,0,Low
944,29,373527,21,463,166487.4062356366,0.44571719376547503,4,0,0.4821633977141339,0,Medium
945,31,1215108,15,502,617588.3086229492,0.5082579561840999,3,3,0.5136089595485083,0,Medium
946,35,1128667,28,707,209657.4709486316,0.18575671207595473,4,3,0.3335957954201171,0,Medium
947,44,983019,21,509,710279.5965270337,0.7225492045698341,1,1,0.4710202497451356,0,Medium
948,58,1718351,17,400,917567.9474462488,0.5339816762967804,7,0,0.529981487178548,0,Medium
949,55,1023666,15,745,530337.0028015696,0.5180762111876038,5,4,0.42716535548427403,0,Medium
950,50,894670,27,667,707769.2310391272,0.7910952988689989,6,1,0.45817251951405946,0,Medium
951,51,1103083,27,538,595334.7601875344,0.5397007842451877,1,5,0.5302194342516349,1,Medium
952,25,480116,22,590,360217.3056481214,0.7502714045108295,4,0,0.45779486958652504,0,Medium
953,64,314633,21,671,94509.42298913487,0.3003798806518543,4,3,0.4130880587277735,0,Medium
954,34,379164,23,730,101650.32065441758,0.2680906432425483,6,4,0.42469615739309835,1,Medium
955,31,1087001,5,579,501719.53036780725,0.4615630807771173,3,2,0.44081093113377845,0,Medium
956,29,1153941,24,766,526227.4023513616,0.45602626334566637,0,1,0.23250215812367875,0,Low
957,54,423425,9,615,109471.68749790333,0.2585385546387278,4,3,0.4414590226160573,0,Medium
958,32,1074508,1,376,633700.7204089743,0.5897589598299634,0,2,0.5866078356023563,1,Medium
959,55,1738242,6,450,209881.72445233975,0.1207436734656853,2,0,0.35202165209573444,0,Medium
960,55,595182,20,695,347253.7781390499,0.5834413307846169,6,4,0.5019935402694775,0,Medium
961,21,1528736,16,795,642106.6050444125,0.4200245202863101,0,3,0.2537378169984385,0,Low
962,60,1552825,2,596,904218.161619607,0.5823052575915554,7,3,0.539317748488008,0,Medium
963,42,1022153,19,706,443569.8784964844,0.4339564414490633,4,4,0.4196843890690335,0,Medium
964,49,2294837,11,586,1799458.9084196354,0.7841336480192865,1,3,0.4456522972229049,0,Medium
965,28,1984038,1,792,663223.1627117094,0.3342794657721825,1,3,0.27868917834924173,0,Low
966,31,611416,6,835,481674.17039517657,0.7878010559016718,7,0,0.3569347400115032,0,Medium
967,61,437980,16,755,63718.10112885915,0.14548175973528277,4,1,0.26505690748563565,0,Low
968,57,1320669,18,791,764182.0610468014,0.5786325423302897,3,2,0.3085655037633922,0,Medium
969,34,1941311,11,308,811377.6197799772,0.4179534447494385,5,5,0.6806092446208833,1,High
970,50,1029887,8,431,695684.8969207346,0.6754963378707902,4,4,0.64879411946449,1,High
971,55,1687828,26,376,1101698.078202811,0.6527312488018987,4,2,0.5855160542433041,1,Medium
972,41,526301,13,430,347436.09362045216,0.6601471280131562,5,4,0.6768215414467871,1,High
973,57,1124765,1,711,187067.56245114902,0.1663170195117638,3,5,0.41958449221404104,0,Medium
974,25,1207651,20,389,815956.6318622347,0.6756559899029063,3,4,0.6478078419632651,1,High
975,39,1693749,3,797,423146.1118411489,0.24982811021063267,2,3,0.25951436334082784,0,Low
976,34,1650417,27,653,194709.90082620562,0.11797618470132434,2,5,0.3650850504467584,0,Medium
977,46,2152642,18,570,543363.6591132235,0.252417103779088,2,5,0.4263941454038012,0,Medium
978,24,1211952,20,691,527804.5788478203,0.435499573289883,3,0,0.28742270045884244,0,Low
979,45,1290391,15,731,799368.773879231,0.6194779519380025,0,4,0.3742572231148732,0,Medium
980,62,355063,21,771,89846.11317936887,0.2530427365829976,4,5,0.3983670662776385,0,Medium
981,45,887069,16,607,158878.74487382226,0.17910528366318995,6,2,0.4065712990244639,0,Medium
982,38,2304676,1,807,1272589.2606076917,0.5521770785167597,7,1,0.32561201206698825,0,Medium
983,60,1655044,16,354,1305380.5791826004,0.7887286254520124,2,2,0.6016341102393712,1,High
984,28,521668,18,336,271585.16612388013,0.5206092114599327,7,5,0.7656091892776324,1,High
